location_id,address_obj.state,name_details,latitude,longitude,rating,num_reviews,photo_count,price_level,amenities,styles,trip_types,address_obj.city_details,address_obj.country,ranking_data.ranking_out_of,ranking_data.ranking,review_rating_count.1,review_rating_count.2,review_rating_count.3,review_rating_count.4,review_rating_count.5,brand,description,subratings.0.localized_name,subratings.0.value,subratings.1.localized_name,subratings.1.value,subratings.2.localized_name,subratings.2.value,subratings.3.localized_name,subratings.3.value,subratings.4.localized_name,subratings.4.value,subratings.5.localized_name,subratings.5.value
286780,Silesia Province,Hotel Diament Plaza Katowice,50.25777,19.021938,3.8,221,157,$$,"['Restaurant', 'Internet', 'Free Internet', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Air conditioning', 'Minibar', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'English', 'Telephone', 'Wheelchair access', 'Wifi', 'Public Wifi', 'Dry Cleaning', 'Hot Tub', 'Family Rooms', 'Safe', 'Parking', 'Baggage Storage', '24-Hour Check-in', '24-Hour Front Desk', 'German', 'Polish', 'Ukrainian']","['Business', 'Centrally Located']","[{'name': 'business', 'localized_name': 'Business', 'value': '82'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '67'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '24'}, {'name': 'family', 'localized_name': 'Family', 'value': '15'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '29'}]",Katowice,Poland,36.0,11.0,15.0,11.0,52.0,71.0,72.0,,"Hotel Diament Plaza Katowice is a comfortable hotel located in the centre of the capital of Silesia, in the immediate vicinity of the market place, railway station, Spodek Show Arena and important tourist attractions of Katowice. Perfect location of the hotel allows you to easily access all parts of the city. The hotel owes its unique charm to historic architecture combined with comfortable interiors. Business & More – customer programme introduced in the hotel – has been developed especially for those who travel in business, but it also offers convenient solutions for tourists.",Location,4.5,Sleep Quality,3.8,Rooms,3.8,Service,4.2,Value,4.0,Cleanliness,4.4
6664499,Greater Poland Province,Puro Hotel Poznan Stare Miasto,52.41072,16.93462,4.5,1373,773,$$,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Airport transportation', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Allergy-free Room', 'Baggage Storage', 'Bicycles Available', 'Blackout Curtains', 'Bottled Water', '24-Hour Check-in', 'Express Check-in / Check-out', 'Coffee Shop', 'Desk', 'English', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Ironing Service', 'Parking Garage', 'Polish', '24-Hour Security', 'Snack Bar', 'Taxi Service', 'Telephone', 'Wake Up Service / Alarm Clock', 'Breakfast included', 'Sauna', 'Additional Bathroom', ""Children's Television Networks"", 'Clothes Rack', 'Complimentary Tea', 'Dining Area', 'Complimentary Instant Coffee', 'Highchairs Available', 'Interconnected room(s) available', 'Laptop Safe', 'Patio', 'Private Bathrooms', 'Paid Public Parking Nearby', 'Radio', 'Seating Area', 'Separate Dining Area', 'Separate Living Room', 'Sofa', 'Soundproof Rooms', 'Spanish', 'Sun Deck', 'Sun Terrace', 'Tile / Marble Floor', 'Walk-in Shower', 'Wardrobe / Closet']","['Green', 'Trendy']","[{'name': 'business', 'localized_name': 'Business', 'value': '417'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '494'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '52'}, {'name': 'family', 'localized_name': 'Family', 'value': '152'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '142'}]",Poznan,Poland,93.0,2.0,28.0,38.0,81.0,321.0,905.0,PURO Hotels,"PURO Hotel Poznan Stare Miasto offers an eclectic mix of modern furniture, curated artwork and objects. A feast for the eyes and mind. Located in the historic part of the city, within the Jewish district. PURO Hotel Poznan is a contemporary gem located within walking distance of Poznan's Old Town Square and wonderful historic attractions, shops, restaurants and cafés.",Location,4.9,Sleep Quality,4.6,Rooms,4.4,Service,4.6,Value,4.5,Cleanliness,4.8
626806,Greater Poland Province,Sheraton Poznan Hotel,52.407166,16.910627,4.3,888,756,$$,"['Pool', 'Room service', 'Restaurant', 'Business center', 'Fitness center', 'Wheelchair access', 'Suites', 'Meeting rooms', 'Bar/Lounge', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Spa', 'Airport transportation', 'Public Wifi', 'Paid Internet', 'Dry Cleaning', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bottled Water', 'Breakfast in the Room', '24-Hour Check-in', 'Desk', 'English', '24-Hour Front Desk', 'Iron', 'Ironing Service', 'Parking Garage', 'Polish', '24-Hour Security', 'Taxi Service', 'Breakfast Available', 'Parking', 'Kids Stay Free', 'Sauna', 'ATM On Site', 'Car Hire', 'Express Check-in / Check-out', 'Electric Kettle', 'Executive Lounge Access', 'Fitness / Spa Locker Rooms', 'Free Wifi in the Business Center', 'Full Body Massage', 'Head Massage', 'Massage', 'Neck Massage', 'Pool with View', 'Private Bathrooms', 'Seating Area', 'Swimming Pool Toys', 'Telephone', 'Umbrella', 'Wake Up Service / Alarm Clock', 'Walk-in Shower', 'Wardrobe / Closet']","['Family', 'Green']","[{'name': 'business', 'localized_name': 'Business', 'value': '410'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '197'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '70'}, {'name': 'family', 'localized_name': 'Family', 'value': '83'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '84'}]",Poznan,Poland,93.0,7.0,18.0,25.0,92.0,304.0,449.0,Sheraton (Marriott Bonvoy),,Sleep Quality,4.4,Location,4.1,Rooms,4.4,Service,4.4,Value,4.2,Cleanliness,4.6
1072730,Greater Poland Province,NH Poznan,52.40677,16.92114,4.0,564,268,$$,"['Internet', 'Room service', 'Free Internet', 'Restaurant', 'Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Suites', 'Wheelchair access', 'Bar/Lounge', 'Public Wifi', 'Dry Cleaning', 'Laundry Service', 'Air conditioning', 'Multilingual Staff', 'Conference Facilities', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'English', '24-Hour Front Desk', 'Spa', 'Fitness center', 'Banquet Room', 'Refrigerator in room', 'Parking', 'Sauna', 'Baggage Storage', 'Breakfast in the Room', 'German', 'Ironing Service', 'Massage', 'Polish', 'Paid Private Parking On-site', 'Shoeshine', 'Spanish', 'Special Diet Menus']","['Green', 'Trendy']","[{'name': 'business', 'localized_name': 'Business', 'value': '229'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '137'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '41'}, {'name': 'family', 'localized_name': 'Family', 'value': '59'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '69'}]",Poznan,Poland,93.0,14.0,18.0,27.0,76.0,264.0,179.0,NH Hotels,"The NH Poznan hotel is a 100-year-old building in the city's shopping district, making it an excellent base for exploring Poznan's cultural highlights. The location's also great for those here on business - the Poznan International Fair, the train station and the famous Old Market are all within easy walking distance. The hotel building might be historic, but inside you'll find bright, contemporary style. We have 93 stylish guestrooms, which are decorated in natural shades. Rooms come with queen or twin beds, as well as Wi-Fi and satellite TV. The hotel has a stylish restaurant serving a menu of modern European food. You're also welcome to have a drink in our cozy bar. Meanwhile, if you want to exercise, you can visit our basement gym. Down here there's also a wellness area with a Turkish bath and a Finnish sauna. Massages are available, too at Antonina Royal Spa. Our 6 meeting rooms hold between 15 and 120 people.",Location,4.4,Sleep Quality,4.2,Rooms,4.2,Service,4.2,Value,4.0,Cleanliness,4.3
275079,Greater Poland Province,Mercure Poznan Centrum,52.408672,16.911758,4.3,819,525,$$,"['Restaurant', 'Room service', 'Business center', 'Pets Allowed', 'Wheelchair access', 'Bar/Lounge', 'Fitness center', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Suites', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Breakfast in the Room', 'Desk', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Gift Shop', 'Polish', 'Kids Activities', 'Public Wifi', 'Family Rooms', 'Sauna', 'Car Hire', 'Express Check-in / Check-out', 'Hair Dryer', 'Ironing Service', 'Italian', 'Newspaper', 'Paid Private Parking On-site', 'Russian', 'Shoeshine', 'Shops', 'Spanish', 'Swedish', 'Telephone', 'VIP Room Facilities']","['Green', 'Classic']","[{'name': 'business', 'localized_name': 'Business', 'value': '395'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '166'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '67'}, {'name': 'family', 'localized_name': 'Family', 'value': '103'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '60'}]",Poznan,Poland,93.0,6.0,7.0,15.0,74.0,357.0,366.0,Mercure,"Modern, friendly 4 star hotel in the city centre, close to the railway station, the historic part of Poznan and fair grounds, with easy access to the airport. 228 spacious, airconditioned rooms with modern design welcome business and leisure travelers.11 multifunctional airconditioned meeting rooms with modern audiovisual aids are perfect for organising any event. Our restaurant offers dishes featuring new flavours from Polish and international cuisine. After work, you can relax in our fitness centre.",Location,4.5,Sleep Quality,4.5,Rooms,4.4,Service,4.4,Value,4.3,Cleanliness,4.6
275076,Greater Poland Province,Novotel Poznan Centrum,52.401382,16.924006,3.8,1227,674,$$,"['Restaurant', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Room service', 'Bar/Lounge', 'Pets Allowed', 'Fitness center', 'Business center', 'Suites', 'Casino', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Kids Stay Free', 'Baggage Storage', 'Breakfast in the Room', '24-Hour Check-in', 'Express Check-in / Check-out', 'Desk', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Ironing Service', ""Kids' Meals"", 'Parking Garage', 'Polish', 'Paid Public Parking On-site', 'Telephone', 'Public Wifi', 'Minibar', 'Breakfast Available', 'ATM On Site', 'Bridal Suite', 'Car Hire', 'Iron', 'Massage', 'Paid Private Parking On-site', 'Shoeshine', 'Valet Parking', 'VIP Room Facilities']","['Green', 'Mid-range']","[{'name': 'business', 'localized_name': 'Business', 'value': '551'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '234'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '102'}, {'name': 'family', 'localized_name': 'Family', 'value': '198'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '100'}]",Poznan,Poland,93.0,15.0,43.0,112.0,285.0,451.0,336.0,Novotel,"The Novotel Poznan Centrum is the ideal hotel for a business trip to Poznan. Our meeting rooms for up to 800 people are perfect for conferences and seminars of all kinds. Close to the International Exhibition Centre and train station, with walking distance to the the Old Town and Stary Browar shopping mall, the hotel also offers a business lounge, WiFi internet, Executive rooms and car rental service for your convenience. After a busy day, relax and enjoy our restaurant, bar and casino.",Location,4.4,Sleep Quality,3.9,Rooms,3.8,Service,3.9,Value,3.7,Cleanliness,4.1
14989391,Greater Poland Province,Park Inn by Radisson Poznan,52.409393,16.938864,4.2,365,434,$$,"['Internet', 'Kids Activities', 'Suites', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Airport transportation', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Baggage Storage', 'English', '24-Hour Front Desk', 'Parking Garage', 'Polish', 'Walk-in Shower', 'Private Balcony']","['Trendy', 'Mid-range']","[{'name': 'business', 'localized_name': 'Business', 'value': '88'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '114'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '22'}, {'name': 'family', 'localized_name': 'Family', 'value': '62'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '34'}]",Poznan,Poland,93.0,9.0,10.0,20.0,32.0,111.0,192.0,Park Inn,"Stay at the Park Inn by Radisson Poznan when visiting one of Poland's largest, oldest, and most prosperous cities. Located next to the modern Garbary Street, moments away from the historic Old Town, the property offers 155 stylish rooms. Furthermore, enjoy an on-site restaurant, a lobby bar, 5 meeting rooms, a gym, and a parking lot. We welcome business and leisure guests alike. Poznan is situated 275 km west of Warsaw and 255 km from Berlin. The city is an important business and cultural hub with a strong academic influence; Poznan is home to Poland's third-largest university and 130,000 students that add a vibrant feeling to the busy streets, squares, and alleys. Please note, the Park Inn by Radisson Poznan is a cashless hotel and only accepts card and contactless payments.",Location,4.7,Sleep Quality,4.3,Rooms,4.2,Service,4.4,Value,4.2,Cleanliness,4.5
15243198,Greater Poland Province,Hampton By Hilton Poznan Old Town,52.405945,16.929825,4.6,258,240,$$,"['Internet', 'Free Internet', 'Wheelchair access', 'Bar/Lounge', 'Free Wifi', 'Breakfast included', 'Dry Cleaning', 'Non-smoking rooms', 'Fitness center', 'Laundry Service', 'Air conditioning', 'Non-smoking hotel', 'Safe', 'Breakfast Buffet', 'Baggage Storage', 'Blackout Curtains', 'English', '24-Hour Front Desk', 'Polish', 'Soundproof Rooms', 'Meeting rooms', 'Business center', 'Parking', 'Walk-in Shower']","['Family', 'Mid-range']","[{'name': 'business', 'localized_name': 'Business', 'value': '65'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '79'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '24'}, {'name': 'family', 'localized_name': 'Family', 'value': '36'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '17'}]",Poznan,Poland,93.0,4.0,5.0,5.0,10.0,54.0,184.0,Hampton by Hilton,"Hampton by Hilton Poznan Old Town offers a modern and comfortable stay in the heart of one of Poland’s most historic cities. Located just steps from the Old Market Square, the National Museum, and the city's Royal Castle. Located 10 minutes from the Old Zoo and performances at the Poznan Grand Theatre, you'll have easy access to Poznan's popular sights. You’ll also be close to family-friendly lakeside attractions at Lake Malta. Rooms are thoughtfully designed with signature Hampton beds, free WiFi, and ergonomic workspaces. Guests can wake up to a complimentary hot breakfast, stay active in the fitness center, and relax in the welcoming lobby bar after a day of sightseeing or meetings. The hotel also offers onsite parking and a 24-hour front desk for added convenience. Whether you're exploring Poznan’s rich history or attending meetings nearby, Hampton by Hilton Poznan Old Town delivers reliable comfort, friendly service, and a prime location for discovering this dynamic Polish city.",Location,4.9,Sleep Quality,4.7,Rooms,4.6,Service,4.6,Value,4.6,Cleanliness,4.7
652453,Greater Poland Province,"Andersia Hotel & Spa Poznan, A Member Of Radisson Individuals",52.401142,16.92605,4.4,1029,548,$$,"['Pool', 'Internet', 'Kids Activities', 'Shuttle Bus Service', 'Suites', 'Room service', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Airport transportation', 'Casino', 'Wifi', 'Public Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Hot Tub', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Sauna', 'Allergy-free Room', 'ATM On Site', 'Baggage Storage', 'Bicycle Rental', 'Bottled Water', 'Breakfast in the Room', 'Bridal Suite', 'Car Hire', 'Express Check-in / Check-out', 'English', 'Fitness / Spa Locker Rooms', '24-Hour Front Desk', 'German', 'Ironing Service', 'Massage', 'Parking Garage', 'Polish', 'Paid Private Parking On-site', 'Salon', '24-Hour Security', 'Shoeshine', 'Soundproof Rooms', 'Taxi Service', 'VIP Room Facilities']","['Family', 'Green']","[{'name': 'business', 'localized_name': 'Business', 'value': '463'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '263'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '63'}, {'name': 'family', 'localized_name': 'Family', 'value': '105'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '89'}]",Poznan,Poland,93.0,10.0,26.0,33.0,59.0,335.0,576.0,Radisson,"Andersia Hotel & Spa Poznań, a member of Radisson Individuals, is a modern business venue situated in a super central location in Poznań. The nineteen-story skyscraper where the hotel is situated is one of the city's showpieces and a place where prestigious events are organized. Our hotel offers a comfortable rest in one of our 172 elegant and spacious rooms. You won't need to travel far when staying at our hotel if you're looking for something delicious to eat. A professional team of experienced chefs and fresh ingredients guarantee tasty and attractive meals served at our on-site restaurant in Poznań. If you're looking for a late night drink or light bites, the Lobby Bar is the perfect place for a delicious snack, coffee or cocktail.",Location,4.7,Sleep Quality,4.6,Rooms,4.5,Service,4.5,Value,4.3,Cleanliness,4.6
275077,Greater Poland Province,Novotel Poznan Malta,52.407497,16.974083,3.9,566,266,$,"['Pool', 'Internet', 'Kids Activities', 'Room service', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Wifi', 'Public Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Adult pool', 'Outdoor pool', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Kids Stay Free', 'Allergy-free Room', 'Baggage Storage', 'Bathrobes', 'Bicycle Rental', 'Board Games / Puzzles', 'Breakfast in the Room', '24-Hour Check-in', 'Express Check-in / Check-out', 'Coffee / Tea Maker', 'Desk', 'Electric Kettle', 'English', 'First Aid Kit', 'Complimentary Toiletries', 'Free Wifi in the Business Center', '24-Hour Front Desk', 'Gift Shop', 'Hair Dryer', 'Interconnected room(s) available', 'Iron', ""Kids' Meals"", 'Kid-Friendly Buffet', 'Outdoor Dining Area', 'Picnic Area', 'Polish', 'Pool View', 'Private Bathrooms', 'Paid Private Parking On-site', 'Seating Area', 'Shoeshine', 'Snack Bar', 'Sofa', 'Telephone', 'Video Game Console', 'Wake Up Service / Alarm Clock', 'Wine / Champagne']","['Mid-range', 'Quiet']","[{'name': 'business', 'localized_name': 'Business', 'value': '215'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '80'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '30'}, {'name': 'family', 'localized_name': 'Family', 'value': '196'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '36'}]",Poznan,Poland,93.0,16.0,12.0,34.0,127.0,220.0,173.0,Novotel,,Location,4.2,Sleep Quality,4.0,Rooms,3.7,Service,4.3,Value,3.9,Cleanliness,4.2
14958792,Greater Poland Province,Ibis Poznan Centrum,52.401344,16.924538,4.2,106,142,$,"['Internet', 'Kids Activities', 'Suites', 'Room service', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Casino', 'Wifi', 'Public Wifi', 'Free Wifi', 'Breakfast included', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Breakfast Buffet', 'Breakfast Available', 'Baggage Storage', '24-Hour Front Desk', 'Polish', 'Paid Private Parking On-site']","['Family', 'Mid-range']","[{'name': 'business', 'localized_name': 'Business', 'value': '25'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '30'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '9'}, {'name': 'family', 'localized_name': 'Family', 'value': '16'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '9'}]",Poznan,Poland,93.0,23.0,4.0,6.0,4.0,41.0,51.0,ibis,,Location,4.7,Sleep Quality,4.4,Rooms,4.5,Service,4.4,Value,4.4,Cleanliness,4.6
277656,Pomerania Province,Mercure Gdynia Centrum,54.517868,18.544245,4.1,933,585,$$,"['Restaurant', 'Pool', 'Internet', 'Room service', 'Free Internet', 'Wheelchair access', 'Bar/Lounge', 'Wifi', 'Free Wifi', 'Business center', 'Pets Allowed', 'Suites', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Kids Stay Free', 'Breakfast in the Room', 'Fitness / Spa Locker Rooms', '24-Hour Front Desk', 'Hair Dryer', 'Polish', 'Public Wifi', 'Family Rooms', 'Safe', 'Breakfast Available', 'Sauna', 'Baggage Storage', 'Bridal Suite', 'Express Check-in / Check-out', 'Coffee Shop', 'Desk', 'English', 'Hiking', 'Indoor Play Area for Children', 'Massage', 'Private Check-in / Check-out', 'Paid Private Parking On-site', 'Salon', 'Shops', 'Solarium', 'Telephone', 'Beach Access']","['Great View', 'Harbor View']","[{'name': 'business', 'localized_name': 'Business', 'value': '230'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '223'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '53'}, {'name': 'family', 'localized_name': 'Family', 'value': '276'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '86'}]",Gdynia,Poland,29.0,4.0,16.0,39.0,162.0,336.0,380.0,Mercure,"Mercure Gdynia Centrum is located in city centre, a short walk from the beach. Enjoy most popular Seaside Boulevard in Gdynia and the yacht marina near the hotel. Guests who want cultural attractions will appreciate the close proximity of Musical Theatre, Gdynia Film Center and Naval Museum. The hotel is ideal for both those who spend their holidays by the sea and those who travel for business purposes. Our hotel is characterized by very convenient communication. It takes a few minutes to get to Gdynia Main Station and the nearby bus stops, making it even easier to discover the richness of the Tricity. We have prepared 301 comfortable rooms, with panoramic views of sea and the harbour. Swimming pool, saunas, and a rich culinary and conference offer will help to make your stay in Gdynia unforgettable. Discover the charms of city created from sea and dreams. Its rich history, extraordinary architecture and great inhabitants made Gdynia modernist pearl of Europe.",Location,4.9,Sleep Quality,4.4,Rooms,4.2,Service,4.4,Value,4.2,Cleanliness,4.5
7780556,Pomerania Province,Courtyard by Marriott Gdynia Waterfront,54.520844,18.54936,4.4,502,561,$$,"['Internet', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Wifi', 'Public Wifi', 'Free Wifi', 'Meeting rooms', 'Fitness center', 'Beachfront', 'Suites', 'Room service', 'Bar/Lounge', 'Airport transportation', 'Dry Cleaning', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Bottled Water', 'Breakfast in the Room', 'English', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Polish', 'Family Rooms', 'Breakfast Available', 'Clothes Rack', 'Electric Kettle', 'Free Wifi in the Business Center', 'Interconnected room(s) available', 'Iron', ""Kids' Meals"", 'Newspaper', 'Private Bathrooms', 'Paid Private Parking Nearby', 'Paid Public Parking Nearby', '24-Hour Security', 'Street Parking', 'Taxi Service', 'Telephone', 'Wake Up Service / Alarm Clock', 'Wine / Champagne', 'Beach Access']","['Great View', 'Charming']","[{'name': 'business', 'localized_name': 'Business', 'value': '191'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '131'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '26'}, {'name': 'family', 'localized_name': 'Family', 'value': '81'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '43'}]",Gdynia,Poland,29.0,2.0,6.0,11.0,44.0,178.0,263.0,Courtyard (Marriott Bonvoy),,Location,4.7,Sleep Quality,4.5,Rooms,4.5,Service,4.3,Value,4.2,Cleanliness,4.7
6998708,Pomerania Province,Gdynia Centrum,54.51961,18.53455,4.6,24,19,$,"['Free Wifi', 'Kitchenette', 'Refrigerator in room', 'Bath / Shower', 'Hair Dryer', 'Kitchenware', 'Beach Access']","['Family', 'Quaint']","[{'name': 'business', 'localized_name': 'Business', 'value': '4'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '3'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '6'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '3'}]",Gdynia,Poland,224.0,2.0,0.0,2.0,1.0,2.0,19.0,,,Location,5.0,Sleep Quality,4.5,Rooms,4.6,Service,4.8,Value,4.4,Cleanliness,5.0
